second, t_delta, rpm
3.394, 0.017999999999999794, 3333.3333333333717
3.412, 0.018000000000000238, 3333.3333333332894
3.43, 0.016000000000000014, 3749.999999999997
3.446, 0.017999999999999794, 3333.3333333333717
3.464, 0.018000000000000238, 3333.3333333332894
3.482, 0.017999999999999794, 3333.3333333333717
3.5, 0.016000000000000014, 3749.999999999997
3.516, 0.017999999999999794, 3333.3333333333717
3.534, 0.018000000000000238, 3333.3333333332894
3.552, 0.017999999999999794, 3333.3333333333717
3.57, 0.016000000000000014, 3749.999999999997
3.586, 0.018000000000000238, 3333.3333333332894
3.604, 0.017999999999999794, 3333.3333333333717
3.622, 0.016000000000000014, 3749.999999999997
3.638, 0.018000000000000238, 3333.3333333332894
3.656, 0.03399999999999981, 1764.7058823529512
3.69, 0.018000000000000238, 3333.3333333332894
3.708, 0.016000000000000014, 3749.999999999997
3.724, 0.017999999999999794, 3333.3333333333717
3.742, 0.016000000000000014, 3749.999999999997
3.758, 0.017999999999999794, 3333.3333333333717
3.776, 0.03400000000000025, 1764.705882352928
3.81, 0.017999999999999794, 3333.3333333333717
3.828, 0.016000000000000014, 3749.999999999997
3.844, 0.016000000000000014, 3749.999999999997
3.86, 0.018000000000000238, 3333.3333333332894
3.878, 0.016000000000000014, 3749.999999999997
3.894, 0.017999999999999794, 3333.3333333333717
3.912, 0.016000000000000014, 3749.999999999997
3.928, 0.018000000000000238, 3333.3333333332894
3.946, 0.016000000000000014, 3749.999999999997
3.962, 0.016000000000000014, 3749.999999999997
3.978, 0.017999999999999794, 3333.3333333333717
3.996, 0.01599999999999957, 3750.000000000101
4.012, 0.018000000000000682, 3333.333333333207
4.03, 0.016000000000000014, 3749.999999999997
4.046, 0.016000000000000014, 3749.999999999997
4.062, 0.017999999999999794, 3333.3333333333717
4.08, 0.016000000000000014, 3749.999999999997
4.096, 0.016000000000000014, 3749.999999999997
4.112, 0.016000000000000014, 3749.999999999997
4.128, 0.017999999999999794, 3333.3333333333717
4.146, 0.016000000000000014, 3749.999999999997
4.162, 0.016000000000000014, 3749.999999999997
4.178, 0.017999999999999794, 3333.3333333333717
4.196, 0.016000000000000014, 3749.999999999997
4.212, 0.016000000000000014, 3749.999999999997
4.228, 0.016000000000000014, 3749.999999999997
4.244, 0.016000000000000014, 3749.999999999997
4.26, 0.017999999999999794, 3333.3333333333717
4.278, 0.016000000000000014, 3749.999999999997
4.294, 0.016000000000000014, 3749.999999999997
4.31, 0.016000000000000014, 3749.999999999997
4.326, 0.016000000000000014, 3749.999999999997
4.342, 0.018000000000000682, 3333.333333333207
4.36, 0.016000000000000014, 3749.999999999997
4.376, 0.016000000000000014, 3749.999999999997
4.392, 0.016000000000000014, 3749.999999999997
4.408, 0.016000000000000014, 3749.999999999997
4.424, 0.016000000000000014, 3749.999999999997
4.44, 0.016000000000000014, 3749.999999999997
4.456, 0.017999999999999794, 3333.3333333333717
4.474, 0.016000000000000014, 3749.999999999997
4.49, 0.016000000000000014, 3749.999999999997
4.506, 0.016000000000000014, 3749.999999999997
4.522, 0.016000000000000014, 3749.999999999997
4.538, 0.016000000000000014, 3749.999999999997
4.554, 0.016000000000000014, 3749.999999999997
4.57, 0.016000000000000014, 3749.999999999997
4.586, 0.016000000000000014, 3749.999999999997
4.602, 0.016000000000000014, 3749.999999999997
4.618, 0.017999999999999794, 3333.3333333333717
4.636, 0.016000000000000014, 3749.999999999997
4.652, 0.016000000000000014, 3749.999999999997
4.668, 0.016000000000000014, 3749.999999999997
