,thickness_mean_cm,thickness_std_cm,diameter_mean_cm,diameter_std_cm,refractive_index,refractive_index_std
0,0.2697333333333333,0.011804760944313137,1.0657223376133511,0.03588623385711568,1.4230060554603676,0.03977302172611098
